2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2002-04-02 | Bull | 33.75 / 1.0% | HEAD 77% | TAIL 29% | B/ATR 0.2
2002-04-03 | Bear | 32.99 / -3.0% | HEAD 40% | TAIL 39% | B/ATR 0.6
2002-04-04 | Bull | 33.32 / 0.7% | HEAD 150% | TAIL 159% | B/ATR 0.1
2002-04-05 | Bear | 33.42 / -0.4% | HEAD 200% | TAIL 169% | B/ATR 0.1
2002-04-08 | Bull | 33.0 / 1.5% | HEAD 51% | TAIL 94% | B/ATR 0.3
2002-04-09 | Bear | 32.32 / -2.8% | HEAD 48% | TAIL 67% | B/ATR 0.5
2002-04-10 | Bull | 32.15 / 0.5% | HEAD 40% | TAIL 660% | B/ATR 0.1
2002-04-11 | Bear | 30.95 / -3.2% | HEAD 11% | TAIL 14% | B/ATR 0.6
2002-04-12 | Bull | 31.8 / 1.3% | HEAD 75% | TAIL 52% | B/ATR 0.2
2002-04-15 | Bear | 32.13 / -0.4% | HEAD 150% | TAIL 667% | B/ATR 0.1
2002-04-16 | Bull | 33.79 / 0.6% | HEAD 379% | TAIL 32% | B/ATR 0.1
2002-04-17 | Bull | 34.05 / 0.1% | HEAD 1620% | TAIL 160% | B/ATR 0.0
2002-04-18 | Bull | 33.62 / 0.4% | HEAD 483% | TAIL 300% | B/ATR 0.1
2002-04-19 | Bear | 33.3 / -2.5% | HEAD 19% | TAIL 19% | B/ATR 0.5
2002-04-22 | Bear | 32.6 / -0.6% | HEAD 100% | TAIL 40% | B/ATR 0.1
2002-04-23 | Bear | 32.43 / -1.6% | HEAD 102% | TAIL 35% | B/ATR 0.3
2002-04-24 | Bear | 31.75 / -2.5% | HEAD 73% | TAIL 25% | B/ATR 0.5
2002-04-25 | Bull | 31.5 / 1.6% | HEAD 14% | TAIL 150% | B/ATR 0.3
2002-04-26 | Bear | 30.41 / -3.5% | HEAD 23% | TAIL 26% | B/ATR 0.7
2002-04-29 | Bull | 30.65 / 0.7% | HEAD 430% | TAIL 165% | B/ATR 0.1
2002-04-30 | Bull | 30.93 / 2.4% | HEAD 104% | TAIL 0% | B/ATR 0.4
2002-05-01 | Bull | 31.2 / 0.6% | HEAD 75% | TAIL 615% | B/ATR 0.1
2002-05-02 | Bear | 29.79 / -3.8% | HEAD 46% | TAIL 25% | B/ATR 0.7
2002-05-03 | Bear | 28.3 / -3.5% | HEAD 26% | TAIL 45% | B/ATR 0.6
2002-05-06 | Bear | 27.55 / -2.0% | HEAD 107% | TAIL 60% | B/ATR 0.3
2002-05-07 | Bear | 27.51 / -1.7% | HEAD 43% | TAIL 104% | B/ATR 0.3
2002-05-08 | Bull | 30.6 / 5.5% | HEAD 34% | TAIL 2% | B/ATR 1.0
2002-05-09 | Bear | 29.79 / -2.8% | HEAD 0% | TAIL 0% | B/ATR 0.5
2002-05-10 | Bear | 28.7 / -4.0% | HEAD 12% | TAIL 14% | B/ATR 0.7
2002-05-13 | Bull | 30.27 / 4.3% | HEAD 0% | TAIL 37% | B/ATR 0.8
2002-05-14 | Bear | 31.3 / -2.2% | HEAD 31% | TAIL 29% | B/ATR 0.4
2002-05-15 | Bull | 31.7 / 1.0% | HEAD 238% | TAIL 212% | B/ATR 0.2
2002-05-16 | Bull | 32.11 / 1.3% | HEAD 31% | TAIL 152% | B/ATR 0.3
2002-05-17 | Bear | 32.34 / -0.7% | HEAD 74% | TAIL 283% | B/ATR 0.1
2002-05-20 | Bear | 31.7 / -2.0% | HEAD 22% | TAIL 31% | B/ATR 0.4
2002-05-21 | Bear | 30.61 / -4.0% | HEAD 5% | TAIL 21% | B/ATR 0.8
2002-05-22 | Bull | 30.66 / 1.4% | HEAD 95% | TAIL 90% | B/ATR 0.3
2002-05-23 | Bear | 30.62 / -0.2% | HEAD 280% | TAIL 1640% | B/ATR 0.0
2002-05-24 | Bear | 29.98 / -1.4% | HEAD 0% | TAIL 45% | B/ATR 0.3
2002-05-28 | Bear | 29.89 / -0.3% | HEAD 356% | TAIL 878% | B/ATR 0.1
2002-05-29 | Bear | 28.72 / -1.8% | HEAD 22% | TAIL 0% | B/ATR 0.3
2002-05-30 | Bull | 28.8 / 1.4% | HEAD 110% | TAIL 130% | B/ATR 0.3
2002-05-31 | Bear | 28.67 / -1.9% | HEAD 88% | TAIL 77% | B/ATR 0.4
2002-06-03 | Bear | 27.74 / -3.3% | HEAD 0% | TAIL 25% | B/ATR 0.6
2002-06-04 | Bull | 28.1 / 2.1% | HEAD 47% | TAIL 78% | B/ATR 0.4
2002-06-05 | Bull | 28.44 / 1.4% | HEAD 28% | TAIL 174% | B/ATR 0.2
2002-06-06 | Bear | 27.69 / -2.0% | HEAD 13% | TAIL 88% | B/ATR 0.4
2002-06-07 | Bull | 26.4 / 3.5% | HEAD 37% | TAIL 11% | B/ATR 0.6
2002-06-10 | Bear | 25.77 / -2.0% | HEAD 66% | TAIL 6% | B/ATR 0.3
2002-06-11 | Bear | 24.95 / -5.0% | HEAD 19% | TAIL 1% | B/ATR 0.8
2002-06-12 | Bull | 25.64 / 2.6% | HEAD 95% | TAIL 39% | B/ATR 0.4
2002-06-13 | Bull | 25.55 / 0.2% | HEAD 1500% | TAIL 1000% | B/ATR 0.0
2002-06-14 | Bull | 25.4 / 3.7% | HEAD 22% | TAIL 112% | B/ATR 0.6
2002-06-17 | Bull | 26.64 / 4.3% | HEAD 16% | TAIL 1% | B/ATR 0.7
2002-06-18 | Bear | 26.09 / -1.5% | HEAD 268% | TAIL 5% | B/ATR 0.3
2002-06-19 | Bear | 24.85 / -1.2% | HEAD 323% | TAIL 27% | B/ATR 0.2
2002-06-20 | Bear | 24.47 / -1.9% | HEAD 90% | TAIL 90% | B/ATR 0.3
2002-06-21 | Bear | 22.93 / -4.6% | HEAD 50% | TAIL 39% | B/ATR 0.7
2002-06-24 | Bull | 24.14 / 7.3% | HEAD 22% | TAIL 0% | B/ATR 1.1
2002-06-25 | Bear | 23.43 / -5.7% | HEAD 11% | TAIL 4% | B/ATR 0.9
2002-06-26 | Bull | 24.23 / 8.9% | HEAD 39% | TAIL 5% | B/ATR 1.3
2002-06-27 | Bear | 24.67 / -0.3% | HEAD 688% | TAIL 1163% | B/ATR 0.1
2002-06-28 | Bear | 23.7 / -3.3% | HEAD 101% | TAIL 0% | B/ATR 0.5
2002-07-01 | Bear | 23.45 / -3.9% | HEAD 107% | TAIL 37% | B/ATR 0.6
2002-07-02 | Bear | 22.19 / -2.7% | HEAD 49% | TAIL 31% | B/ATR 0.4
2002-07-03 | Bull | 23.14 / 4.9% | HEAD 2% | TAIL 24% | B/ATR 0.7
2002-07-05 | Bear | 24.98 / -4.9% | HEAD 0% | TAIL 92% | B/ATR 0.8
2002-07-08 | Bear | 24.15 / -3.4% | HEAD 48% | TAIL 55% | B/ATR 0.5
2002-07-09 | Bear | 23.3 / -2.3% | HEAD 15% | TAIL 56% | B/ATR 0.4
2002-07-10 | Bear | 22.18 / -5.4% | HEAD 4% | TAIL 5% | B/ATR 0.8
2002-07-11 | Bull | 23.17 / 5.1% | HEAD 82% | TAIL 71% | B/ATR 0.7
2002-07-12 | Bull | 23.74 / 2.5% | HEAD 116% | TAIL 118% | B/ATR 0.4
2002-07-15 | Bull | 24.6 / 5.5% | HEAD 39% | TAIL 17% | B/ATR 0.8
2002-07-16 | Bull | 25.12 / 2.1% | HEAD 256% | TAIL 2% | B/ATR 0.3
2002-07-17 | Bear | 25.78 / -2.7% | HEAD 104% | TAIL 614% | B/ATR 0.5
2002-07-18 | Bear | 25.2 / -2.2% | HEAD 119% | TAIL 0% | B/ATR 0.4
2002-07-19 | Bear | 24.85 / -0.2% | HEAD 2700% | TAIL 580% | B/ATR 0.0
2002-07-22 | Bear | 23.39 / -5.9% | HEAD 12% | TAIL 16% | B/ATR 0.9
2002-07-23 | Bear | 23.48 / -4.2% | HEAD 0% | TAIL 23% | B/ATR 0.6
2002-07-24 | Bull | 24.0 / 4.3% | HEAD 23% | TAIL 61% | B/ATR 0.6
2002-07-25 | Bear | 22.14 / -3.5% | HEAD 56% | TAIL 127% | B/ATR 0.5
2002-07-26 | Bull | 22.34 / 0.5% | HEAD 817% | TAIL 600% | B/ATR 0.1
2002-07-29 | Bull | 23.5 / 0.6% | HEAD 167% | TAIL 580% | B/ATR 0.1
2002-07-30 | Bull | 23.65 / 1.9% | HEAD 60% | TAIL 51% | B/ATR 0.3
2002-07-31 | Bear | 23.15 / -1.7% | HEAD 0% | TAIL 162% | B/ATR 0.3
2002-08-01 | Bear | 21.11 / -8.2% | HEAD 11% | TAIL 1% | B/ATR 1.2
2002-08-02 | Bear | 19.97 / -2.3% | HEAD 0% | TAIL 181% | B/ATR 0.3
2002-08-05 | Bear | 18.2 / -8.8% | HEAD 5% | TAIL 2% | B/ATR 1.1
2002-08-06 | Bull | 18.89 / 0.7% | HEAD 686% | TAIL 57% | B/ATR 0.1
2002-08-07 | Bear | 19.5 / -1.0% | HEAD 275% | TAIL 410% | B/ATR 0.1
2002-08-08 | Bull | 20.49 / 5.0% | HEAD 24% | TAIL 52% | B/ATR 0.6
2002-08-09 | Bull | 20.92 / 5.1% | HEAD 23% | TAIL 28% | B/ATR 0.6
2002-08-12 | Bull | 20.15 / 0.5% | HEAD 210% | TAIL 130% | B/ATR 0.1
2002-08-13 | Bear | 19.2 / -4.0% | HEAD 86% | TAIL 4% | B/ATR 0.5
2002-08-14 | Bull | 19.88 / 4.4% | HEAD 2% | TAIL 63% | B/ATR 0.5
2002-08-15 | Bull | 20.3 / 1.5% | HEAD 133% | TAIL 140% | B/ATR 0.2
2002-08-16 | Bull | 21.99 / 8.9% | HEAD 40% | TAIL 8% | B/ATR 1.1
2002-08-19 | Bull | 22.6 / 1.6% | HEAD 133% | TAIL 139% | B/ATR 0.2
2002-08-20 | Bear | 21.81 / -3.9% | HEAD 1% | TAIL 7% | B/ATR 0.5
2002-08-21 | Bull | 22.72 / 2.1% | HEAD 49% | TAIL 83% | B/ATR 0.3
2002-08-22 | Bull | 22.98 / 1.2% | HEAD 154% | TAIL 318% | B/ATR 0.2
2002-08-23 | Bear | 21.8 / -4.0% | HEAD 57% | TAIL 15% | B/ATR 0.6
2002-08-26 | Bull | 22.1 / 0.7% | HEAD 93% | TAIL 513% | B/ATR 0.1
2002-08-27 | Bear | 20.63 / -5.9% | HEAD 19% | TAIL 8% | B/ATR 0.8
2002-08-28 | Bear | 20.24 / -0.3% | HEAD 583% | TAIL 533% | B/ATR 0.0
2002-08-29 | Bull | 19.95 / 1.5% | HEAD 267% | TAIL 50% | B/ATR 0.2
2002-08-30 | Bull | 19.7 / 0.8% | HEAD 467% | TAIL 33% | B/ATR 0.1
2002-09-03 | Bear | 18.52 / -3.5% | HEAD 21% | TAIL 13% | B/ATR 0.4
2002-09-04 | Bull | 19.18 / 1.5% | HEAD 50% | TAIL 179% | B/ATR 0.2
2002-09-05 | Bull | 18.62 / 0.1% | HEAD 2800% | TAIL 2000% | B/ATR 0.0
2002-09-06 | Bull | 20.04 / 2.8% | HEAD 57% | TAIL 2% | B/ATR 0.3
2002-09-09 | Bull | 19.91 / 1.0% | HEAD 85% | TAIL 255% | B/ATR 0.1
2002-09-10 | Bull | 20.48 / 3.4% | HEAD 31% | TAIL 1% | B/ATR 0.4
2002-09-11 | Bear | 20.65 / -3.5% | HEAD 62% | TAIL 14% | B/ATR 0.5
2002-09-12 | Bear | 19.21 / -4.3% | HEAD 9% | TAIL 7% | B/ATR 0.5
2002-09-13 | Bear | 19.0 / -0.3% | HEAD 1100% | TAIL 200% | B/ATR 0.0
2002-09-16 | Bear | 18.27 / -1.9% | HEAD 109% | TAIL 17% | B/ATR 0.2
2002-09-17 | Bear | 18.0 / -2.7% | HEAD 80% | TAIL 88% | B/ATR 0.3
2002-09-18 | Bull | 17.61 / 0.3% | HEAD 617% | TAIL 500% | B/ATR 0.0
2002-09-19 | Bear | 17.03 / -1.2% | HEAD 186% | TAIL 67% | B/ATR 0.1
2002-09-20 | Bear | 15.78 / -6.1% | HEAD 14% | TAIL 27% | B/ATR 0.6
2002-09-23 | Bear | 14.95 / -4.2% | HEAD 3% | TAIL 31% | B/ATR 0.4
2002-09-24 | Bull | 15.1 / 2.7% | HEAD 162% | TAIL 32% | B/ATR 0.3
2002-09-25 | Bull | 16.35 / 5.8% | HEAD 33% | TAIL 16% | B/ATR 0.6
2002-09-26 | Bear | 16.49 / -1.3% | HEAD 148% | TAIL 233% | B/ATR 0.1
2002-09-27 | Bear | 15.58 / -2.9% | HEAD 136% | TAIL 17% | B/ATR 0.3
2002-09-30 | Bear | 14.77 / -1.9% | HEAD 14% | TAIL 200% | B/ATR 0.2
2002-10-01 | Bull | 16.12 / 7.5% | HEAD 34% | TAIL 54% | B/ATR 0.7
2002-10-02 | Bear | 15.89 / -0.1% | HEAD 8900% | TAIL 1900% | B/ATR 0.0
2002-10-03 | Bear | 15.24 / -4.7% | HEAD 21% | TAIL 16% | B/ATR 0.5
2002-10-04 | Bear | 14.68 / -5.6% | HEAD 5% | TAIL 15% | B/ATR 0.6
2002-10-07 | Bear | 14.25 / -4.0% | HEAD 598% | TAIL 23% | B/ATR 0.4
2002-10-08 | Bear | 14.0 / -3.1% | HEAD 11% | TAIL 162% | B/ATR 0.3
2002-10-09 | Bear | 13.23 / -1.3% | HEAD 461% | TAIL 72% | B/ATR 0.1
2002-10-10 | Bull | 14.2 / 6.2% | HEAD 34% | TAIL 33% | B/ATR 0.5
2002-10-11 | Bull | 16.11 / 6.1% | HEAD 37% | TAIL 19% | B/ATR 0.6
2002-10-14 | Bull | 15.99 / 3.2% | HEAD 24% | TAIL 173% | B/ATR 0.3
2002-10-15 | Bull | 17.63 / 0.9% | HEAD 0% | TAIL 353% | B/ATR 0.1
2002-10-16 | Bear | 16.16 / -3.5% | HEAD 2% | TAIL 28% | B/ATR 0.4
2002-10-17 | Bull | 17.19 / 8.0% | HEAD 24% | TAIL 0% | B/ATR 0.8
2002-10-18 | Bull | 17.1 / 0.6% | HEAD 140% | TAIL 660% | B/ATR 0.1
2002-10-21 | Bull | 17.12 / 0.5% | HEAD 256% | TAIL 1078% | B/ATR 0.1
2002-10-22 | Bull | 14.0 / 4.5% | HEAD 153% | TAIL 25% | B/ATR 0.4
2002-10-23 | Bull | 14.88 / 5.2% | HEAD 8% | TAIL 20% | B/ATR 0.5
2002-10-24 | Bear | 14.59 / -5.3% | HEAD 111% | TAIL 5% | B/ATR 0.5
2002-10-25 | Bull | 15.5 / 6.2% | HEAD 0% | TAIL 3% | B/ATR 0.6
2002-10-28 | Bear | 15.7 / -3.0% | HEAD 15% | TAIL 40% | B/ATR 0.3
2002-10-29 | Bear | 15.05 / -3.2% | HEAD 60% | TAIL 92% | B/ATR 0.3
2002-10-30 | Bull | 15.88 / 4.7% | HEAD 15% | TAIL 24% | B/ATR 0.5
2002-10-31 | Bull | 15.86 / 0.1% | HEAD 2400% | TAIL 3500% | B/ATR 0.0
2002-11-01 | Bull | 16.79 / 5.9% | HEAD 0% | TAIL 34% | B/ATR 0.6
2002-11-04 | Bear | 17.04 / -1.7% | HEAD 231% | TAIL 17% | B/ATR 0.2
2002-11-05 | Bear | 16.22 / -3.5% | HEAD 26% | TAIL 81% | B/ATR 0.4
2002-11-06 | Bear | 16.4 / -0.5% | HEAD 87% | TAIL 950% | B/ATR 0.1
2002-11-07 | Bear | 14.96 / -5.9% | HEAD 5% | TAIL 18% | B/ATR 0.6
2002-11-08 | Bear | 15.0 / -0.8% | HEAD 83% | TAIL 500% | B/ATR 0.1
2002-11-11 | Bear | 14.24 / -2.8% | HEAD 15% | TAIL 34% | B/ATR 0.3
2002-11-12 | Bull | 14.81 / 2.1% | HEAD 94% | TAIL 55% | B/ATR 0.2
2002-11-13 | Bull | 15.1 / 1.9% | HEAD 125% | TAIL 175% | B/ATR 0.2
2002-11-14 | Bull | 16.25 / 5.2% | HEAD 0% | TAIL 16% | B/ATR 0.5
2002-11-15 | Bull | 16.39 / 5.1% | HEAD 9% | TAIL 6% | B/ATR 0.5
2002-11-18 | Bear | 17.0 / -5.6% | HEAD 0% | TAIL 75% | B/ATR 0.7
2002-11-19 | Bull | 17.18 / 1.0% | HEAD 159% | TAIL 294% | B/ATR 0.1
2002-11-20 | Bull | 18.42 / 7.6% | HEAD 0% | TAIL 0% | B/ATR 0.9
2002-11-21 | Bull | 19.68 / 4.5% | HEAD 0% | TAIL 15% | B/ATR 0.6
2002-11-22 | Bear | 19.22 / -1.9% | HEAD 61% | TAIL 50% | B/ATR 0.3
2002-11-25 | Bull | 19.52 / 1.5% | HEAD 197% | TAIL 76% | B/ATR 0.2
2002-11-26 | Bear | 18.45 / -5.0% | HEAD 2% | TAIL 6% | B/ATR 0.7
2002-11-27 | Bull | 20.27 / 6.7% | HEAD 27% | TAIL 12% | B/ATR 0.9
2002-11-29 | Bear | 20.01 / -3.0% | HEAD 0% | TAIL 2% | B/ATR 0.4
2002-12-02 | Bear | 19.77 / -1.2% | HEAD 572% | TAIL 40% | B/ATR 0.2
2002-12-03 | Bull | 18.95 / 0.4% | HEAD 900% | TAIL 0% | B/ATR 0.1
2002-12-04 | Bear | 18.23 / -1.1% | HEAD 135% | TAIL 240% | B/ATR 0.1
2002-12-05 | Bear | 18.3 / -1.6% | HEAD 69% | TAIL 155% | B/ATR 0.2
2002-12-06 | Bear | 18.23 / -0.4% | HEAD 257% | TAIL 600% | B/ATR 0.0
2002-12-09 | Bear | 16.94 / -5.1% | HEAD 18% | TAIL 3% | B/ATR 0.6
2002-12-10 | Bull | 17.11 / 1.2% | HEAD 157% | TAIL 148% | B/ATR 0.1
2002-12-11 | Bull | 17.22 / 0.6% | HEAD 609% | TAIL 382% | B/ATR 0.1
2002-12-12 | Bear | 17.44 / -0.8% | HEAD 114% | TAIL 257% | B/ATR 0.1
2002-12-13 | Bear | 16.7 / -0.9% | HEAD 267% | TAIL 33% | B/ATR 0.1
2002-12-16 | Bull | 17.25 / 2.9% | HEAD 8% | TAIL 50% | B/ATR 0.3
2002-12-17 | Bull | 17.34 / 0.5% | HEAD 600% | TAIL 289% | B/ATR 0.1
2002-12-18 | Bear | 16.28 / -4.0% | HEAD 9% | TAIL 36% | B/ATR 0.5
2002-12-19 | Bear | 15.68 / -2.0% | HEAD 153% | TAIL 69% | B/ATR 0.2
2002-12-20 | Bear | 15.74 / -2.2% | HEAD 0% | TAIL 56% | B/ATR 0.3
2002-12-23 | Bull | 15.83 / 2.1% | HEAD 61% | TAIL 0% | B/ATR 0.2
2002-12-24 | Bull | 15.78 / 1.2% | HEAD 89% | TAIL 0% | B/ATR 0.1
2002-12-26 | Bear | 15.6 / -1.9% | HEAD 117% | TAIL 30% | B/ATR 0.2
2002-12-27 | Bear | 15.29 / -2.0% | HEAD 74% | TAIL 45% | B/ATR 0.2
2002-12-30 | Bear | 15.11 / -2.3% | HEAD 8% | TAIL 86% | B/ATR 0.3
2002-12-31 | Bear | 15.01 / -0.7% | HEAD 310% | TAIL 60% | B/ATR 0.1
2003-01-02 | Bull | 16.04 / 4.8% | HEAD 9% | TAIL 38% | B/ATR 0.5
2003-01-03 | Bull | 16.13 / 2.4% | HEAD 100% | TAIL 18% | B/ATR 0.3
2003-01-06 | Bull | 17.04 / 4.7% | HEAD 8% | TAIL 13% | B/ATR 0.6
2003-01-07 | Bear | 16.5 / -5.1% | HEAD 12% | TAIL 9% | B/ATR 0.6
2003-01-08 | Bear | 16.0 / -3.0% | HEAD 0% | TAIL 70% | B/ATR 0.4
2003-01-09 | Bear | 15.86 / -2.6% | HEAD 21% | TAIL 24% | B/ATR 0.3
2003-01-10 | Bull | 16.05 / 1.2% | HEAD 274% | TAIL 89% | B/ATR 0.1
2003-01-13 | Bear | 16.1 / -2.5% | HEAD 59% | TAIL 22% | B/ATR 0.3
2003-01-14 | Bear | 16.12 / -0.8% | HEAD 138% | TAIL 208% | B/ATR 0.1
2003-01-15 | Bear | 15.91 / -2.1% | HEAD 44% | TAIL 29% | B/ATR 0.3
2003-01-16 | Bear | 15.07 / -3.8% | HEAD 47% | TAIL 27% | B/ATR 0.5
2003-01-17 | Bear | 14.55 / -1.8% | HEAD 4% | TAIL 93% | B/ATR 0.2
2003-01-21 | Bear | 14.15 / -2.7% | HEAD 42% | TAIL 62% | B/ATR 0.3
2003-01-22 | Bull | 14.25 / 1.1% | HEAD 67% | TAIL 127% | B/ATR 0.1
2003-01-23 | Bull | 16.12 / 2.0% | HEAD 244% | TAIL 91% | B/ATR 0.2
2003-01-24 | Bear | 15.86 / -1.7% | HEAD 0% | TAIL 81% | B/ATR 0.2
2003-01-27 | Bull | 15.42 / 0.5% | HEAD 688% | TAIL 50% | B/ATR 0.1
2003-01-28 | Bull | 16.0 / 1.2% | HEAD 195% | TAIL 153% | B/ATR 0.1
2003-01-29 | Bull | 16.0 / 1.2% | HEAD 195% | TAIL 153% | B/ATR 0.1
2003-01-30 | Bear | 15.66 / -3.3% | HEAD 74% | TAIL 13% | B/ATR 0.4
2003-01-31 | Bull | 15.9 / 5.6% | HEAD 24% | TAIL 1% | B/ATR 0.7
2003-02-03 | Bear | 15.85 / -0.3% | HEAD 520% | TAIL 680% | B/ATR 0.0
2003-02-04 | Bear | 15.49 / -1.3% | HEAD 76% | TAIL 67% | B/ATR 0.2
2003-02-05 | Bear | 15.49 / -0.6% | HEAD 460% | TAIL 40% | B/ATR 0.1
2003-02-06 | Bear | 15.06 / -1.2% | HEAD 184% | TAIL 63% | B/ATR 0.2
2003-02-07 | Bear | 14.99 / -1.7% | HEAD 50% | TAIL 62% | B/ATR 0.2
2003-02-10 | Bull | 15.05 / 0.7% | HEAD 140% | TAIL 350% | B/ATR 0.1
2003-02-11 | Bull | 15.44 / 1.6% | HEAD 100% | TAIL 16% | B/ATR 0.2
2003-02-12 | Bear | 15.25 / -0.7% | HEAD 255% | TAIL 109% | B/ATR 0.1
2003-02-13 | Bull | 14.91 / 0.9% | HEAD 146% | TAIL 331% | B/ATR 0.1
2003-02-14 | Bull | 15.48 / 4.6% | HEAD 0% | TAIL 15% | B/ATR 0.6
2003-02-18 | Bull | 16.24 / 3.1% | HEAD 33% | TAIL 14% | B/ATR 0.4
2003-02-19 | Bear | 16.41 / -2.6% | HEAD 0% | TAIL 80% | B/ATR 0.4
2003-02-20 | Bear | 15.99 / -2.5% | HEAD 34% | TAIL 10% | B/ATR 0.3
2003-02-21 | Bear | 15.89 / -1.3% | HEAD 67% | TAIL 138% | B/ATR 0.2
2003-02-24 | Bull | 15.93 / 1.3% | HEAD 100% | TAIL 15% | B/ATR 0.2
2003-02-25 | Bull | 16.03 / 0.6% | HEAD 67% | TAIL 656% | B/ATR 0.1
2003-02-26 | Bear | 15.75 / -1.7% | HEAD 79% | TAIL 18% | B/ATR 0.2
2003-02-27 | Bull | 16.3 / 2.8% | HEAD 16% | TAIL 22% | B/ATR 0.4
2003-02-28 | Bull | 16.75 / 1.1% | HEAD 21% | TAIL 126% | B/ATR 0.2
2003-03-03 | Bear | 16.2 / -4.1% | HEAD 13% | TAIL 23% | B/ATR 0.6
2003-03-04 | Bear | 16.0 / -1.8% | HEAD 27% | TAIL 17% | B/ATR 0.3
2003-03-05 | Bull | 16.2 / 0.7% | HEAD 242% | TAIL 67% | B/ATR 0.1
2003-03-06 | Bull | 16.45 / 1.5% | HEAD 0% | TAIL 340% | B/ATR 0.2
2003-03-07 | Bull | 16.3 / 3.8% | HEAD 34% | TAIL 0% | B/ATR 0.5
2003-03-10 | Bear | 16.02 / -0.1% | HEAD 2300% | TAIL 600% | B/ATR 0.0
2003-03-11 | Bull | 16.37 / 1.7% | HEAD 104% | TAIL 33% | B/ATR 0.2
2003-03-12 | Bull | 16.69 / 2.0% | HEAD 3% | TAIL 25% | B/ATR 0.3
2003-03-13 | Bull | 17.91 / 5.1% | HEAD 22% | TAIL 5% | B/ATR 0.8
2003-03-14 | Bear | 17.41 / -1.4% | HEAD 204% | TAIL 108% | B/ATR 0.2
2003-03-17 | Bull | 18.26 / 6.8% | HEAD 14% | TAIL 1% | B/ATR 1.0
2003-03-18 | Bull | 18.46 / 0.6% | HEAD 18% | TAIL 455% | B/ATR 0.1
2003-03-19 | Bull | 18.26 / 0.1% | HEAD 2400% | TAIL 4800% | B/ATR 0.0
2003-03-20 | Bull | 18.28 / 0.9% | HEAD 125% | TAIL 194% | B/ATR 0.1
2003-03-21 | Bull | 18.67 / 0.2% | HEAD 267% | TAIL 1500% | B/ATR 0.0
2003-03-24 | Bear | 17.73 / -1.0% | HEAD 78% | TAIL 83% | B/ATR 0.2
2003-03-25 | Bull | 17.9 / 1.0% | HEAD 106% | TAIL 118% | B/ATR 0.2
2003-03-26 | Bear | 17.75 / -0.8% | HEAD 67% | TAIL 100% | B/ATR 0.1
2003-03-27 | Bull | 17.75 / 1.3% | HEAD 70% | TAIL 83% | B/ATR 0.2
2003-03-28 | Bear | 17.38 / -0.8% | HEAD 164% | TAIL 50% | B/ATR 0.1
2003-03-31 | Bear | 16.37 / -2.8% | HEAD 81% | TAIL 23% | B/ATR 0.5
2003-04-01 | Bull | 16.44 / 0.1% | HEAD 1800% | TAIL 250% | B/ATR 0.0
2003-04-02 | Bull | 17.58 / 4.0% | HEAD 16% | TAIL 0% | B/ATR 0.6
2003-04-03 | Bull | 17.75 / 3.4% | HEAD 43% | TAIL 0% | B/ATR 0.6
2003-04-04 | Bear | 16.9 / -3.4% | HEAD 0% | TAIL 33% | B/ATR 0.6
2003-04-07 | Bear | 17.2 / -3.1% | HEAD 9% | TAIL 24% | B/ATR 0.5
2003-04-08 | Bear | 16.39 / -4.0% | HEAD 0% | TAIL 54% | B/ATR 0.7
2003-04-09 | Bull | 16.24 / 1.8% | HEAD 154% | TAIL 0% | B/ATR 0.3
2003-04-10 | Bull | 16.53 / 0.3% | HEAD 200% | TAIL 740% | B/ATR 0.0
2003-04-11 | Bear | 16.23 / -3.2% | HEAD 20% | TAIL 20% | B/ATR 0.5
2003-04-14 | Bull | 16.94 / 4.4% | HEAD 0% | TAIL 13% | B/ATR 0.7
2003-04-15 | Bull | 17.22 / 6.6% | HEAD 10% | TAIL 14% | B/ATR 1.1
2003-04-16 | Bull | 19.0 / 5.0% | HEAD 30% | TAIL 0% | B/ATR 0.9
2003-04-17 | Bull | 19.4 / 4.1% | HEAD 13% | TAIL 3% | B/ATR 0.8
2003-04-21 | Bull | 19.37 / 1.7% | HEAD 147% | TAIL 19% | B/ATR 0.3
2003-04-22 | Bull | 19.91 / 3.2% | HEAD 3% | TAIL 39% | B/ATR 0.6
2003-04-23 | Bull | 19.69 / 1.0% | HEAD 58% | TAIL 79% | B/ATR 0.2
2003-04-24 | Bull | 19.35 / 0.5% | HEAD 150% | TAIL 220% | B/ATR 0.1
2003-04-25 | Bear | 18.39 / -4.2% | HEAD 0% | TAIL 6% | B/ATR 0.8
2003-04-28 | Bull | 18.78 / 2.2% | HEAD 55% | TAIL 42% | B/ATR 0.4
2003-04-29 | Bull | 19.06 / 1.0% | HEAD 153% | TAIL 61% | B/ATR 0.2
2003-04-30 | Bear | 18.49 / -1.4% | HEAD 98% | TAIL 15% | B/ATR 0.3
2003-05-01 | Bull | 18.55 / 0.5% | HEAD 200% | TAIL 300% | B/ATR 0.1
2003-05-02 | Bull | 19.29 / 5.7% | HEAD 8% | TAIL 0% | B/ATR 1.1
2003-05-05 | Bear | 19.49 / -0.3% | HEAD 1020% | TAIL 960%
