2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2014-01-16 | Bear | 43.37 / -0.3% | HEAD 53% | TAIL 87% | B/ATR 0.3
2014-01-17 | Bull | 43.45 / 0.6% | HEAD 160% | TAIL 76% | B/ATR 0.4
2014-01-21 | Bull | 43.85 / 0.2% | HEAD 80% | TAIL 380% | B/ATR 0.2
2014-01-22 | Bull | 44.61 / 2.1% | HEAD 23% | TAIL 16% | B/ATR 1.6
2014-01-23 | Bear | 44.09 / -0.1% | HEAD 1433% | TAIL 467% | B/ATR 0.1
2014-01-24 | Bear | 42.95 / -1.9% | HEAD 29% | TAIL 8% | B/ATR 1.4
2014-01-27 | Bear | 42.64 / -0.7% | HEAD 103% | TAIL 29% | B/ATR 0.5
2014-01-28 | Bull | 42.9 / 0.8% | HEAD 9% | TAIL 88% | B/ATR 0.5
2014-01-29 | Bull | 42.4 / 0.2% | HEAD 438% | TAIL 100% | B/ATR 0.1
2014-01-30 | Bull | 42.69 / 0.2% | HEAD 300% | TAIL 225% | B/ATR 0.1
2014-01-31 | Bull | 42.4 / 2.5% | HEAD 24% | TAIL 9% | B/ATR 1.8
2014-02-03 | Bear | 41.5 / -2.2% | HEAD 9% | TAIL 13% | B/ATR 1.5
2014-02-04 | Bear | 40.89 / -1.7% | HEAD 14% | TAIL 6% | B/ATR 1.2
2014-02-05 | Bull | 40.97 / 0.8% | HEAD 47% | TAIL 88% | B/ATR 0.6
2014-02-06 | Bull | 41.23 / 0.1% | HEAD 513% | TAIL 475% | B/ATR 0.1
2014-02-07 | Bull | 41.95 / 0.9% | HEAD 13% | TAIL 69% | B/ATR 0.6
2014-02-10 | Bull | 42.36 / 0.9% | HEAD 3% | TAIL 21% | B/ATR 0.6
2014-02-11 | Bull | 43.13 / 0.9% | HEAD 43% | TAIL 122% | B/ATR 0.6
2014-02-12 | Bull | 43.3 / 0.1% | HEAD 233% | TAIL 383% | B/ATR 0.1
2014-02-13 | Bull | 43.74 / 1.6% | HEAD 1% | TAIL 0% | B/ATR 1.1
2014-02-14 | Bull | 43.86 / 0.8% | HEAD 24% | TAIL 35% | B/ATR 0.6
2014-02-18 | Bull | 44.01 / 0.6% | HEAD 23% | TAIL 196% | B/ATR 0.4
2014-02-19 | Bull | 43.93 / 0.2% | HEAD 220% | TAIL 160% | B/ATR 0.2
2014-02-20 | Bull | 44.2 / 0.8% | HEAD 17% | TAIL 16% | B/ATR 0.6
2014-02-21 | Bear | 44.15 / -0.6% | HEAD 10% | TAIL 51% | B/ATR 0.4
2014-02-24 | Bull | 44.45 / 0.5% | HEAD 165% | TAIL 11% | B/ATR 0.4
2014-02-25 | Bear | 44.47 / -0.0% | HEAD 1100% | TAIL 2000% | B/ATR 0.0
2014-02-26 | Bull | 44.63 / 0.3% | HEAD 238% | TAIL 8% | B/ATR 0.2
2014-02-27 | Bull | 44.78 / 0.6% | HEAD 16% | TAIL 22% | B/ATR 0.4
2014-02-28 | Bull | 44.96 / 0.2% | HEAD 288% | TAIL 375% | B/ATR 0.1
2014-03-03 | Bear | 44.58 / -0.2% | HEAD 260% | TAIL 230% | B/ATR 0.2
2014-03-04 | Bull | 45.26 / 1.0% | HEAD 35% | TAIL 2% | B/ATR 0.7
2014-03-05 | Bull | 45.18 / 2.3% | HEAD 40% | TAIL 0% | B/ATR 1.7
2014-03-06 | Bull | 45.68 / 0.8% | HEAD 19% | TAIL 27% | B/ATR 0.6
2014-03-07 | Bear | 45.85 / -0.1% | HEAD 517% | TAIL 767% | B/ATR 0.0
2014-03-10 | Bear | 45.87 / -0.1% | HEAD 225% | TAIL 850% | B/ATR 0.1
2014-03-11 | Bear | 45.67 / -0.7% | HEAD 78% | TAIL 117% | B/ATR 0.5
2014-03-12 | Bull | 46.43 / 2.0% | HEAD 19% | TAIL 0% | B/ATR 1.5
2014-03-13 | Bear | 44.99 / -3.2% | HEAD 19% | TAIL 5% | B/ATR 2.4
2014-03-14 | Bear | 44.31 / -1.4% | HEAD 53% | TAIL 3% | B/ATR 1.0
2014-03-17 | Bull | 45.27 / 1.6% | HEAD 34% | TAIL 18% | B/ATR 1.2
2014-03-18 | Bull | 45.4 / 0.4% | HEAD 132% | TAIL 76% | B/ATR 0.3
2014-03-19 | Bull | 45.52 / 0.0% | HEAD 4900% | TAIL 2400% | B/ATR 0.0
2014-03-20 | Bull | 46.95 / 3.1% | HEAD 1% | TAIL 10% | B/ATR 2.2
2014-03-21 | Bear | 47.15 / -0.6% | HEAD 79% | TAIL 236% | B/ATR 0.4
2014-03-24 | Bear | 46.57 / -0.5% | HEAD 87% | TAIL 161% | B/ATR 0.4
2014-03-25 | Bear | 46.69 / -0.3% | HEAD 40% | TAIL 393% | B/ATR 0.2
2014-03-26 | Bear | 46.39 / -1.3% | HEAD 46% | TAIL 27% | B/ATR 0.9
2014-03-27 | Bear | 46.08 / -0.8% | HEAD 45% | TAIL 22% | B/ATR 0.6
2014-03-28 | Bull | 46.64 / 0.9% | HEAD 102% | TAIL 27% | B/ATR 0.6
2014-03-31 | Bull | 47.16 / 0.2% | HEAD 280% | TAIL 200% | B/ATR 0.2
2014-04-01 | Bull | 47.53 / 0.4% | HEAD 1067% | TAIL 95% | B/ATR 0.3
2014-04-02 | Bull | 47.62 / 0.1% | HEAD 875% | TAIL 287% | B/ATR 0.1
2014-04-03 | Bear | 47.69 / -0.1% | HEAD 400% | TAIL 475% | B/ATR 0.1
2014-04-04 | Bear | 46.34 / -3.2% | HEAD 7% | TAIL 7% | B/ATR 2.3
2014-04-07 | Bear | 46.25 / -0.1% | HEAD 1525% | TAIL 575% | B/ATR 0.1
2014-04-08 | Bull | 46.77 / 0.9% | HEAD 32% | TAIL 20% | B/ATR 0.6
2014-04-09 | Bull | 47.24 / 0.6% | HEAD 40% | TAIL 134% | B/ATR 0.4
2014-04-10 | Bear | 45.53 / -3.4% | HEAD 11% | TAIL 1% | B/ATR 2.3
2014-04-11 | Bull | 44.98 / 0.5% | HEAD 362% | TAIL 19% | B/ATR 0.3
2014-04-14 | Bear | 45.32 / -1.0% | HEAD 0% | TAIL 91% | B/ATR 0.6
2014-04-15 | Bull | 45.81 / 0.9% | HEAD 42% | TAIL 79% | B/ATR 0.6
2014-04-16 | Bear | 45.21 / -1.1% | HEAD 6% | TAIL 137% | B/ATR 0.7
2014-04-17 | Bull | 45.83 / 1.1% | HEAD 48% | TAIL 56% | B/ATR 0.7
2014-04-21 | Bear | 46.11 / -0.2% | HEAD 86% | TAIL 614% | B/ATR 0.1
2014-04-22 | Bull | 46.59 / 1.5% | HEAD 17% | TAIL 48% | B/ATR 1.0
2014-04-23 | Bear | 46.46 / -0.2% | HEAD 500% | TAIL 44% | B/ATR 0.1
2014-04-24 | Bull | 48.47 / 1.4% | HEAD 93% | TAIL 22% | B/ATR 0.9
2014-04-25 | Bear | 46.34 / -3.4% | HEAD 11% | TAIL 24% | B/ATR 2.2
2014-04-28 | Bear | 45.45 / -2.2% | HEAD 27% | TAIL 24% | B/ATR 1.4
2014-04-29 | Bull | 46.12 / 0.7% | HEAD 33% | TAIL 63% | B/ATR 0.4
2014-04-30 | Bear | 45.45 / -1.1% | HEAD 41% | TAIL 4% | B/ATR 0.7
2014-05-01 | Bear | 45.23 / -1.5% | HEAD 13% | TAIL 12% | B/ATR 0.9
2014-05-02 | Bull | 45.78 / 0.5% | HEAD 90% | TAIL 152% | B/ATR 0.3
2014-05-05 | Bull | 45.72 / 0.5% | HEAD 61% | TAIL 48% | B/ATR 0.3
2014-05-06 | Bear | 45.38 / -0.5% | HEAD 92% | TAIL 24% | B/ATR 0.3
2014-05-07 | Bull | 45.58 / 0.6% | HEAD 32% | TAIL 100% | B/ATR 0.3
2014-05-08 | Bull | 46.11 / 1.1% | HEAD 94% | TAIL 42% | B/ATR 0.7
2014-05-09 | Bear | 45.84 / -0.4% | HEAD 70% | TAIL 180% | B/ATR 0.3
2014-05-12 | Bull | 46.95 / 1.8% | HEAD 24% | TAIL 18% | B/ATR 1.0
2014-05-13 | Bear | 46.14 / -1.6% | HEAD 13% | TAIL 5% | B/ATR 1.0
2014-05-14 | Bear | 45.61 / -0.5% | HEAD 206% | TAIL 68% | B/ATR 0.3
2014-05-15 | Bear | 44.89 / -1.4% | HEAD 20% | TAIL 33% | B/ATR 0.8
2014-05-16 | Bear | 44.99 / -0.3% | HEAD 77% | TAIL 185% | B/ATR 0.2
2014-05-19 | Bull | 45.6 / 0.9% | HEAD 59% | TAIL 21% | B/ATR 0.5
2014-05-20 | Bull | 45.71 / 0.6% | HEAD 41% | TAIL 14% | B/ATR 0.4
2014-05-21 | Bear | 45.65 / -0.6% | HEAD 3% | TAIL 103% | B/ATR 0.4
2014-05-22 | Bull | 46.14 / 0.9% | HEAD 30% | TAIL 30% | B/ATR 0.5
2014-05-23 | Bull | 46.25 / 0.4% | HEAD 29% | TAIL 94% | B/ATR 0.2
2014-05-27 | Bear | 46.35 / -0.1% | HEAD 1350% | TAIL 367% | B/ATR 0.0
2014-05-28 | Bull | 46.46 / 0.4% | HEAD 41% | TAIL 188% | B/ATR 0.2
2014-05-29 | Bull | 46.66 / 0.2% | HEAD 0% | TAIL 200% | B/ATR 0.1
2014-05-30 | Bull | 46.98 / 0.3% | HEAD 14% | TAIL 286% | B/ATR 0.2
2014-06-02 | Bear | 46.99 / -0.0% | HEAD 2402% | TAIL 2100% | B/ATR 0.0
2014-06-03 | Bull | 46.99 / 0.1% | HEAD 333% | TAIL 250% | B/ATR 0.1
2014-06-04 | Bear | 46.85 / -0.7% | HEAD 0% | TAIL 24% | B/ATR 0.4
2014-06-05 | Bull | 47.4 / 3.4% | HEAD 6% | TAIL 14% | B/ATR 1.9
2014-06-06 | Bear | 47.5 / -0.4% | HEAD 42% | TAIL 63% | B/ATR 0.2
2014-06-09 | Bull | 47.88 / 0.7% | HEAD 26% | TAIL 18% | B/ATR 0.4
2014-06-10 | Bull | 47.97 / 0.4% | HEAD 5% | TAIL 68% | B/ATR 0.2
2014-06-11 | Bull | 48.09 / 0.5% | HEAD 65% | TAIL 83% | B/ATR 0.3
2014-06-12 | Bull | 48.14 / 0.5% | HEAD 38% | TAIL 24% | B/ATR 0.3
2014-06-13 | Bull | 48.33 / 0.1% | HEAD 240% | TAIL 739% | B/ATR 0.1
2014-06-16 | Bull | 48.13 / 0.2% | HEAD 200% | TAIL 312% | B/ATR 0.1
2014-06-17 | Bull | 48.26 / 0.6% | HEAD 18% | TAIL 13% | B/ATR 0.4
2014-06-18 | Bear | 47.87 / -0.8% | HEAD 5% | TAIL 59% | B/ATR 0.5
2014-06-19 | Bear | 47.91 / -0.4% | HEAD 76% | TAIL 173% | B/ATR 0.2
2014-06-20 | Bear | 47.94 / -0.2% | HEAD 133% | TAIL 321% | B/ATR 0.1
2014-06-23 | Bull | 48.08 / 0.2% | HEAD 90% | TAIL 160% | B/ATR 0.1
2014-06-24 | Bear | 47.71 / -0.4% | HEAD 172% | TAIL 39% | B/ATR 0.2
2014-06-25 | Bull | 48.04 / 3.0% | HEAD 5% | TAIL 8% | B/ATR 1.7
2014-06-26 | Bear | 47.79 / -0.5% | HEAD 4% | TAIL 164% | B/ATR 0.3
2014-06-27 | Bull | 47.76 / 0.1% | HEAD 50% | TAIL 875% | B/ATR 0.1
2014-06-30 | Bull | 47.79 / 0.3% | HEAD 133% | TAIL 158% | B/ATR 0.2
2014-07-01 | Bull | 48.49 / 1.0% | HEAD 52% | TAIL 22% | B/ATR 0.6
2014-07-02 | Bull | 48.51 / 0.4% | HEAD 89% | TAIL 0% | B/ATR 0.2
2014-07-03 | Bull | 48.95 / 0.8% | HEAD 8% | TAIL 22% | B/ATR 0.5
2014-07-07 | Bull | 48.92 / 0.4% | HEAD 87% | TAIL 0% | B/ATR 0.2
2014-07-08 | Bull | 48.85 / 0.7% | HEAD 58% | TAIL 0% | B/ATR 0.4
2014-07-09 | Bull | 49.28 / 0.4% | HEAD 59% | TAIL 105% | B/ATR 0.3
2014-07-10 | Bull | 48.995 / 0.5% | HEAD 40% | TAIL 203% | B/ATR 0.3
2014-07-11 | Bull | 49.29 / 0.9% | HEAD 0% | TAIL 0% | B/ATR 0.6
2014-07-14 | Bear | 48.92 / -1.1% | HEAD 17% | TAIL 12% | B/ATR 0.7
2014-07-15 | Bear | 48.66 / -0.7% | HEAD 44% | TAIL 75% | B/ATR 0.4
2014-07-16 | Bull | 49.05 / 0.1% | HEAD 300% | TAIL 380% | B/ATR 0.1
2014-07-17 | Bear | 48.15 / -0.8% | HEAD 105% | TAIL 25% | B/ATR 0.5
2014-07-18 | Bull | 48.82 / 0.8% | HEAD 37% | TAIL 63% | B/ATR 0.5
2014-07-21 | Bull | 49.17 / 2.3% | HEAD 16% | TAIL 0% | B/ATR 1.4
2014-07-22 | Bull | 49.12 / 0.2% | HEAD 100% | TAIL 467% | B/ATR 0.2
2014-07-23 | Bear | 48.195 / -2.1% | HEAD 2% | TAIL 4% | B/ATR 1.3
2014-07-24 | Bear | 47.86 / -1.3% | HEAD 17% | TAIL 12% | B/ATR 0.8
2014-07-25 | Bear | 46.82 / -1.9% | HEAD 0% | TAIL 5% | B/ATR 1.2
2014-07-28 | Bull | 47.35 / 1.1% | HEAD 18% | TAIL 94% | B/ATR 0.7
2014-07-29 | Bear | 46.77 / -0.9% | HEAD 69% | TAIL 0% | B/ATR 0.6
2014-07-30 | Bull | 47.23 / 0.5% | HEAD 65% | TAIL 104% | B/ATR 0.3
2014-07-31 | Bear | 46.25 / -1.3% | HEAD 17% | TAIL 39% | B/ATR 0.8
2014-08-01 | Bear | 46.24 / -0.1% | HEAD 1200% | TAIL 417% | B/ATR 0.0
2014-08-04 | Bull | 46.39 / 0.4% | HEAD 61% | TAIL 79% | B/ATR 0.2
2014-08-05 | Bear | 45.99 / -1.0% | HEAD 0% | TAIL 15% | B/ATR 0.6
2014-08-06 | Bull | 46.17 / 0.6% | HEAD 93% | TAIL 34% | B/ATR 0.4
2014-08-07 | Bear | 45.67 / -1.7% | HEAD 6% | TAIL 9% | B/ATR 1.0
2014-08-08 | Bull | 46.33 / 0.9% | HEAD 14% | TAIL 13% | B/ATR 0.6
2014-08-11 | Bull | 46.5 / 0.6% | HEAD 107% | TAIL 0% | B/ATR 0.4
2014-08-12 | Bull | 46.665 / 0.9% | HEAD 18% | TAIL 1% | B/ATR 0.5
2014-08-13 | Bear | 47.08 / -0.3% | HEAD 0% | TAIL 208% | B/ATR 0.2
2014-08-14 | Bull | 47.26 / 0.2% | HEAD 86% | TAIL 213% | B/ATR 0.1
2014-08-15 | Bear | 47.56 / -0.2% | HEAD 55% | TAIL 523% | B/ATR 0.1
2014-08-18 | Bull | 47.56 / 0.0% | HEAD 1800% | TAIL 1900% | B/ATR 0.0
2014-08-19 | Bull | 47.69 / 0.2% | HEAD 288% | TAIL 200% | B/ATR 0.1
2014-08-20 | Bull | 47.88 / 0.4% | HEAD 55% | TAIL 5% | B/ATR 0.3
2014-08-21 | Bull | 48.17 / 0.5% | HEAD 26% | TAIL 61% | B/ATR 0.3
2014-08-22 | Bear | 48.02 / -0.5% | HEAD 38% | TAIL 25% | B/ATR 0.3
2014-08-25 | Bear | 47.37 / -2.1% | HEAD 13% | TAIL 11% | B/ATR 1.3
2014-08-26 | Bull | 47.49 / 0.1% | HEAD 517% | TAIL 500% | B/ATR 0.0
2014-08-27 | Bull | 47.78 / 0.3% | HEAD 38% | TAIL 244% | B/ATR 0.2
2014-08-28 | Bull | 48.02 / 0.9% | HEAD 34% | TAIL 29% | B/ATR 0.6
2014-08-29 | Bear | 48.18 / -0.3% | HEAD 23% | TAIL 223% | B/ATR 0.2
2014-09-02 | Bear | 47.905 / -1.1% | HEAD 0% | TAIL 49% | B/ATR 0.7
2014-09-03 | Bull | 48.35 / 0.1% | HEAD 50% | TAIL 1000% | B/ATR 0.1
2014-09-04 | Bear | 48.25 / -0.5% | HEAD 24% | TAIL 36% | B/ATR 0.3
2014-09-05 | Bull | 48.58 / 0.6% | HEAD 4% | TAIL 37% | B/ATR 0.4
2014-09-08 | Bull | 48.49 / 0.2% | HEAD 280% | TAIL 70% | B/ATR 0.1
2014-09-09 | Bear | 48.28 / -0.2% | HEAD 118% | TAIL 73% | B/ATR 0.2
2014-09-10 | Bear | 47.99 / -0.9% | HEAD 0% | TAIL 38% | B/ATR 0.6
2014-09-11 | Bull | 48.15 / 0.7% | HEAD 20% | TAIL 29% | B/ATR 0.5
2014-09-12 | Bear | 47.83 / -0.2% | HEAD 250% | TAIL 370% | B/ATR 0.1
2014-09-15 | Bull | 47.59 / 1.0% | HEAD 75% | TAIL 0% | B/ATR 0.7
2014-09-16 | Bull | 47.92 / 1.2% | HEAD 28% | TAIL 44% | B/ATR 0.8
2014-09-17 | Bull | 48.37 / 0.8% | HEAD 65% | TAIL 15% | B/ATR 0.6
2014-09-18 | Bull | 48.98 / 1.1% | HEAD 12% | TAIL 25% | B/ATR 0.7
2014-09-19 | Bear | 48.75 / -0.5% | HEAD 148% | TAIL 40% | B/ATR 0.4
2014-09-22 | Bear | 48.66 / -0.1% | HEAD 200% | TAIL 1333% | B/ATR 0.0
2014-09-23 | Bull | 48.655 / 0.7% | HEAD 91% | TAIL 0% | B/ATR 0.5
2014-09-24 | Bull | 48.81 / 0.3% | HEAD 91% | TAIL 67% | B/ATR 0.2
2014-09-25 | Bear | 48.14 / -1.2% | HEAD 17% | TAIL 13% | B/ATR 0.9
2014-09-26 | Bull | 48.33 / 0.3% | HEAD 90% | TAIL 93% | B/ATR 0.2
2014-09-29 | Bull | 48.26 / 0.5% | HEAD 82% | TAIL 40% | B/ATR 0.4
2014-09-30 | Bear | 47.69 / -1.1% | HEAD 65% | TAIL 28% | B/ATR 0.7
2014-10-01 | Bear | 46.88 / -1.3% | HEAD 33% | TAIL 10% | B/ATR 0.9
2014-10-02 | Bull | 46.84 / 0.1% | HEAD 329% | TAIL 918% | B/ATR 0.1
2014-10-03 | Bear | 46.82 / -0.4% | HEAD 219% | TAIL 111% | B/ATR 0.3
2014-10-06 | Bear | 46.625 / -0.7% | HEAD 81% | TAIL 91% | B/ATR 0.5
2014-10-07 | Bear | 46.01 / -0.8% | HEAD 42% | TAIL 31% | B/ATR 0.5
2014-10-08 | Bull | 46.94 / 1.7% | HEAD 22% | TAIL 61% | B/ATR 1.1
2014-10-09 | Bear | 46.02 / -1.5% | HEAD 48% | TAIL 6% | B/ATR 1.0
2014-10-10 | Bear | 42.74 / -3.5% | HEAD 0% | TAIL 75% | B/ATR 2.2
2014-10-13 | Bear | 41.93 / -1.5% | HEAD 91% | TAIL 72% | B/ATR 0.9
2014-10-14 | Bear | 42.31 / -0.7% | HEAD 147% | TAIL 63% | B/ATR 0.4
2014-10-15 | Bull | 42.76 / 2.4% | HEAD 36% | TAIL 4% | B/ATR 1.4
2014-10-16 | Bull | 43.59 / 3.7% | HEAD 20% | TAIL 0% | B/ATR 2.2
2014-10-17 | Bear | 43.67 / -0.6% | HEAD 239% | TAIL 32% | B/ATR 0.4
2014-10-20 | Bull | 44.41 / 2.1% | HEAD 10% | TAIL 33% | B/ATR 1.3
2014-10-21 | Bull | 46.77 / 2.7% | HEAD 6% | TAIL 37% | B/ATR 1.7
2014-10-22 | Bear | 46.62 / -1.7% | HEAD 34% | TAIL 4% | B/ATR 1.1
2014-10-23 | Bear | 47.0 / -0.4% | HEAD 139% | TAIL 89% | B/ATR 0.2
2014-10-24 | Bull | 47.57 / 0.9% | HEAD 14% | TAIL 82% | B/ATR 0.6
2014-10-27 | Bull | 47.95 / 0.7% | HEAD 35% | TAIL 165% | B/ATR 0.4
2014-10-28 | Bull | 48.5 / 0.8% | HEAD 0% | TAIL 65% | B/ATR 0.5
2014-10-29 | Bull | 48.33 / 0.4% | HEAD 115% | TAIL 70% | B/ATR 0.3
2014-10-30 | Bear | 47.53 / -1.3% | HEAD 30% | TAIL 107% | B/ATR 0.8
2014-10-31 | Bull | 49.66 / 1.0% | HEAD 108% | TAIL 78% | B/ATR 0.7
2014-11-03 | Bull | 50.08 / 0.9% | HEAD 51% | TAIL 23% | B/ATR 0.5
2014-11-04 | Bull | 50.4 / 0.9% | HEAD 13% | TAIL 51% | B/ATR 0.5
2014-11-05 | Bull | 51.13 / 1.3% | HEAD 8% | TAIL 32% | B/ATR 0.8
2014-11-06 | Bear | 50.905 / -0.3% | HEAD 207% | TAIL 237% | B/ATR 0.2
2014-11-07 | Bear | 50.9 / -0.4% | HEAD 32% | TAIL 160% | B/ATR 0.2
2014-11-10 | Bull | 51.56 / 1.3% | HEAD 11% | TAIL 8% | B/ATR 0.8
2014-11-11 | Bear | 51.315 / -0.9% | HEAD 0% | TAIL 38% | B/ATR 0.6
2014-11-12 | Bear | 51.28 / -0.1% | HEAD 325% | TAIL 1325% | B/ATR 0.0
2014-11-13 | Bull | 51.18 / 0.1% | HEAD 1700% | TAIL 734% | B/ATR 0.0
2014-11-14 | Bull | 51.63 / 1.5% | HEAD 3% | TAIL 0% | B/ATR 0.9
2014-11-17 | Bull | 51.55 / 0.0% | HEAD 700% | TAIL 4700% | B/ATR 0.0
2014-11-18 | Bull | 51.84 / 0.6% | HEAD 83% | TAIL 69% | B/ATR 0.4
2014-11-19 | Bull | 51.94 / 0.3% | HEAD 14% | TAIL 321% | B/ATR 0.2
2014-11-20 | Bull | 52.23 / 0.9% | HEAD 6% | TAIL 52% | B/ATR 0.6
2014-11-21 | Bear | 52.56 / -0.2% | HEAD 425% | TAIL 650% | B/ATR 0.1
2014-11-24 | Bear | 52.85 / -0.3% | HEAD 80% | TAIL 270% | B/ATR 0.2
2014-11-25 | Bear | 52.44 / -0.8% | HEAD 46% | TAIL 30% | B/ATR 0.5
2014-11-26 | Bull | 54.33 / 3.4% | HEAD 1% | TAIL 1% | B/ATR 2.2
2014-11-28 | Bear | 54.42 / -0.2% | HEAD 146% | TAIL 123% | B/ATR 0.2
2014-12-01 | Bear | 54.25 / -0.0% | HEAD 1000% | TAIL 3150% | B/ATR 0.0
2014-12-02 | Bull | 54.56 / 0.4% | HEAD 39% | TAIL 130% | B/ATR 0.3
2014-12-03 | Bull | 55.62 / 1.4% | HEAD 8% | TAIL 41% | B/ATR 0.9
2014-12-04 | Bull | 55.41 / 0.2% | HEAD 336% | TAIL 127% | B/ATR 0.1
2014-12-05 | Bear | 55.58 / -0.1% | HEAD 100% | TAIL 486% | B/ATR 0.1
2014-12-08 | Bear | 55.08 / -0.1% | HEAD 1425% | TAIL 450% | B/ATR 0.1
2014-12-09 | Bull | 55.01 / 0.9% | HEAD 85% | TAIL 49% | B/ATR 0.6
2014-12-10 | Bear | 54.095 / -1.5% | HEAD 34% | TAIL 8% | B/ATR 1.0
2014-12-11 | Bull | 54.485 / 0.4% | HEAD 190% | TAIL 72% | B/ATR 0.2
2014-12-12 | Bear | 53.11 / -1.5% | HEAD 79% | TAIL 20% | B/ATR 1.0
2014-12-15 | Bear | 53.065 / -1.1% | HEAD 61% | TAIL 50% | B/ATR 0.7
2014-12-16 | Bear | 52.47 / -1.0% | HEAD 143% | TAIL 9% | B/ATR 0.6
2014-12-17 | Bull | 53.5 / 2.0% | HEAD 16% | TAIL 47% | B/ATR 1.2
2014-12-18 | Bear | 54.47 / -0.1% | HEAD 50% | TAIL 1175% | B/ATR 0.0
2014-12-19 | Bear | 54.23 / -1.3% | HEAD 0% | TAIL 29% | B/ATR 0.8
2014-12-22 | Bull | 54.82 / 0.6% | HEAD 39% | TAIL 48% | B/ATR 0.4
2014-12-23 | Bear | 54.78 / -0.3% | HEAD 211% | TAIL 31% | B/ATR 0.2
2014-12-24 | Bear | 54.86 / -0.2% | HEAD 77% | TAIL 15% | B/ATR 0.1
2014-12-26 | Bear | 54.745 / -0.3% | HEAD 67% | TAIL 27% | B/ATR 0.2
2014-12-29 | Bear | 54.455 / -0.4% | HEAD 45% | TAIL 31% | B/ATR 0.3
2014-12-30 | Bear | 53.93 / -0.8% | HEAD 0% | TAIL 5% | B/ATR 0.5
2014-12-31 | Bear | 53.465 / -1.4% | HEAD 7% | TAIL 3% | B/ATR 0.8
2015-01-02 | Bear | 53.48 / -0.1% | HEAD 650% | TAIL 586% | B/ATR 0.1
2015-01-05 | Bear | 52.645 / -1.0% | HEAD 55% | TAIL 8% | B/ATR 0.6
2015-01-06 | Bear | 51.78 / -2.1% | HEAD 12% | TAIL 5% | B/ATR 1.3
2015-01-07 | Bull | 52.71 / 1.3% | HEAD 23% | TAIL 31% | B/ATR 0.8
2015-01-08 | Bull | 53.57 / 0.8% | HEAD 86% | TAIL 27% | B/ATR 0.5
2015-01-09 | Bull | 53.6 / 0.2% | HEAD 317% | TAIL 325% | B/ATR 0.1
2015-01-12 | Bear | 53.12 / -1.2% | HEAD 2% | TAIL 35% | B/ATR 0.7
2015-01-13 | Bear | 52.79 / -1.5% | HEAD 91% | TAIL 42% | B/ATR 0.9
2015-01-14 | Bull | 52.71 / 0.3% | HEAD 375% | TAIL 194% | B/ATR 0.2
2015-01-15 | Bear | 52.385 / -1.0% | HEAD 63% | TAIL 35% | B/ATR 0.6
2015-01-16 | Bull | 53.285 / 1.5% | HEAD 17% | TAIL 45% | B/ATR 0.9
2015-01-20 | Bull | 53.805 / 0.6% | HEAD 108% | TAIL 95% | B/ATR 0.4
2015-01-21 | Bull | 54.28 / 1.8% | HEAD 19% | TAIL 10% | B/ATR 1.1
2015-01-22 | Bull | 54.97 / 1.2% | HEAD 2% | TAIL 151% | B/ATR 0.7
2015-01-23 | Bull | 55.06 / 0.2% | HEAD 230% | TAIL 420% | B/ATR 0.1
2015-01-26 | Bull | 55.05 / 0.6% | HEAD 71% | TAIL 97% | B/ATR 0.4
2015-01-27 | Bull | 54.83 / 0.6% | HEAD 210% | TAIL 107% | B/ATR 0.3
2015-01-28 | Bear | 53.935 / -1.5% | HEAD 61% | TAIL 10% | B/ATR 0.9
2015-01-29 | Bull | 54.67 / 1.8% | HEAD 20% | TAIL 33% | B/ATR 1.1
2015-01-30 | Bear | 53.45 / -1.0% | HEAD 117% | TAIL 19% | B/ATR 0.6
2015-02-02 | Bear | 53.49 / -0.0% | HEAD 2600% | TAIL 10801% | B/ATR 0.0
2015-02-03 | Bull | 54.44 / 1.4% | HEAD 5% | TAIL 14% | B/ATR 0.8
2015-02-04 | Bull | 54.615 / 1.1% | HEAD 47% | TAIL 0% | B/ATR 0.7
2015-02-05 | Bull | 55.31 / 1.2% | HEAD 4% | TAIL 24% | B/ATR 0.7
2015-02-06 | Bear | 54.36 / -1.7% | HEAD 17% | TAIL 10% | B/ATR 1.0
2015-02-09 | Bear | 54.27 / -0.1% | HEAD 1125% | TAIL 600% | B/ATR 0.0
2015-02-10 | Bull | 55.82 / 2.0% | HEAD 4% | TAIL 17% | B/ATR 1.2
2015-02-11 | Bull | 56.0 / 0.6% | HEAD 64% | TAIL 39% | B/ATR 0.4
2015-02-12 | Bull | 57.44 / 1.7% | HEAD 6% | TAIL 20% | B/ATR 1.0
2015-02-13 | Bull | 57.965 / 0.6% | HEAD 4% | TAIL 107% | B/ATR 0.4
2015-02-17 | Bull | 58.2 / 0.9% | HEAD 49% | TAIL 23% | B/ATR 0.6
2015-02-18 | Bull | 57.94 / 0.2% | HEAD 143% | TAIL 143% | B/ATR 0.1
2015-02-19 | Bull | 58.04 / 0.3% | HEAD 100% | TAIL 100% | B/ATR 0.2
2015-02-20 | Bull | 58.52 / 0.8% | HEAD 4% | TAIL 94% | B/ATR 0.5
2015-02-23 | Bear | 58.27 / -0.3% | HEAD 16% | TAIL 189% | B/ATR 0.2
2015-02-24 | Bull | 58.96 / 1.5% | HEAD 6% | TAIL 10% | B/ATR 0.9
